id,limit_bal,gender,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default,log_limit_bal,log_bill_amt1,log_bill_amt2,log_bill_amt3,log_bill_amt4,log_bill_amt5,log_bill_amt6,log_pay_amt1,log_pay_amt2,log_pay_amt3,log_pay_amt4,log_pay_amt5,log_pay_amt6
773,20000,Male,University,Married,33,0,0,0,0,0,0,11026,9535,10510,10472,10140,10101,1174,1149,501,356,507,458,0,9.90353755128617,9.308102089758679,9.16282938930513,9.260177606823355,9.256555795773146,9.224341891611996,9.220488703027998,7.069023426578259,7.047517221357296,6.218600119691729,5.877735781779639,6.230481447578482,6.129050210060545
774,120000,Female,University,Married,32,0,0,0,0,0,0,113869,116110,111978,112822,114969,117949,5498,5500,4000,4300,5012,4003,0,11.695255355062795,11.642812725804651,11.662301909106572,11.62606663269691,11.63357549797039,11.652426503747787,11.678016084835821,8.612321536507814,8.612685172875459,8.294299608857235,8.366602832783736,8.519789817263504,8.295049140435111
775,50000,Female,Graduate school,Single,33,-1,2,-1,-1,-1,-2,7363,5180,31902,11044,0,0,39,32013,11079,0,0,0,0,10.819798284210286,8.904358542352968,8.552753366814787,10.370455328238235,9.309733115854218,0.0,0.0,3.6888794541139363,10.373928586106643,9.312896960301275,0.0,0.0,0.0
776,60000,Female,Graduate school,Single,26,1,2,0,0,0,0,29649,21657,28736,42733,46404,37993,0,8000,15000,9000,10000,0,0,11.002116507732017,10.297217404425872,9.983130180188324,10.265940770051001,10.662750135302934,10.745162491029493,10.545183531504994,0.0,8.987321812850125,9.61587214452889,9.105090961257085,9.210440366976517,0.0
777,200000,Male,Graduate school,Single,26,-2,-2,-2,-2,-1,-1,12716,16164,1954,5297,1483,3393,16244,1963,3359,4849,3410,2994,0,12.206077645517674,9.450694960020746,9.690603690159534,7.578145472419466,8.575084669832014,7.302496423727326,8.129764445794171,9.6955404481032,7.582738488914411,8.11969625295725,8.48673398393153,8.134760782418645,8.00469951054955
778,20000,Male,University,Single,26,-1,-1,-1,-1,-2,-1,1438,1261,451,-810,-420,1320,1261,451,0,780,2130,0,0,9.90353755128617,7.271703706887368,7.140453043101158,6.113682179832232,0.0,0.0,7.186144304522325,7.140453043101158,6.113682179832232,0.0,6.660575149839686,7.664346632098617,0.0
779,50000,Female,Graduate school,Married,32,2,0,0,-1,0,-1,47858,49223,42589,639,4639,2312,2500,3000,7000,4000,2413,2000,1,10.819798284210286,10.776014466969107,10.804136588420326,10.65937476291726,6.461468176353717,8.442469645220301,7.746300662231439,7.824445930877619,8.006700845440367,8.853808274977197,8.294299608857235,7.789040401657477,7.601402334583733
780,50000,Female,University,Single,31,1,-2,-1,-1,-1,2,0,0,190,0,36059,32851,0,190,0,36059,0,2420,0,10.819798284210286,0.0,0.0,5.25227342804663,0.0,10.492939496757309,10.399767904860083,0.0,5.25227342804663,0.0,10.492939496757309,0.0,7.791935956938058
781,230000,Male,Graduate school,Single,29,0,0,2,2,2,0,40732,44563,42804,44020,41278,34672,5000,0,3000,0,3000,3000,0,12.345838935721968,10.614793853711983,10.704681637179208,10.664410197176586,10.692422071769268,10.628109175055817,10.453716565076885,8.517393171418904,0.0,8.006700845440367,0.0,8.006700845440367,8.006700845440367
782,50000,Male,University,Married,27,-1,-1,2,-1,-1,-1,819,3003,1677,1177,1313,1085,2184,5,1180,1316,1088,0,0,10.819798284210286,6.709304340258298,8.007700012884026,7.425357887027151,7.071573364211532,7.1808311990445555,6.990256500493881,7.68937110752969,1.791759469228055,7.074116816197362,7.183111701743281,6.9930151229329605,0.0
783,100000,Female,Graduate school,Single,28,2,2,2,2,2,2,79580,81493,82759,83609,85325,87096,3790,3200,3100,3200,3332,3280,1,11.51293546492023,11.284530649873318,11.308284676886995,11.323700131859479,11.333918409144104,11.354234493600751,11.374777719078644,8.240385115516334,8.071218539969863,8.03947991910045,8.071218539969863,8.11162807830774,8.0959035329611
784,210000,Female,Graduate school,Married,42,1,-2,-1,-1,-2,-2,0,0,2490,0,0,0,0,2490,0,0,0,0,1,12.25486757159303,0.0,0.0,7.820439515262181,0.0,0.0,0.0,0.0,7.820439515262181,0.0,0.0,0.0,0.0
785,230000,Female,University,Married,32,0,0,0,0,2,0,87764,73526,72376,76870,75211,76645,2630,2614,6000,0,3000,2800,1,12.345838935721968,11.382418066890446,11.205407964684335,11.189643848344957,11.249883971234755,11.228066071675364,11.246952697680598,7.875119281040293,7.869019376499023,8.699681400989514,0.0,8.006700845440367,7.937731775260109
786,500000,Female,Graduate school,Single,26,1,-2,-2,-2,-2,-2,31421,22150,0,0,0,0,22157,0,0,0,0,0,0,13.122365377402328,10.355263563507542,10.00563792118106,0.0,0.0,0.0,0.0,10.005953884080618,0.0,0.0,0.0,0.0,0.0
787,370000,Female,Graduate school,Single,38,-1,-1,-1,-1,-1,-1,929,328,0,1539,1815,0,328,0,1539,1815,0,0,0,12.821260987319457,6.835184586147301,5.796057750765372,0.0,7.3395376954076745,7.504391559161238,0.0,5.796057750765372,0.0,7.3395376954076745,7.504391559161238,0.0,0.0
788,230000,Female,Graduate school,Married,35,-1,-1,-1,-1,0,0,2648,191,1947,11674,16160,32519,200,1950,11692,10000,20000,6000,0,12.345838935721968,7.88193748927207,5.2574953720277815,7.5745584842024805,9.365205082537098,9.690356211348643,10.389610563661748,5.303304908059076,7.576097340623111,9.366745651140318,9.210440366976517,9.90353755128617,8.699681400989514
789,80000,Male,University,Single,29,0,0,0,0,0,0,11894,12287,12407,14360,14657,4129,1284,1047,2000,359,175,1000,0,11.289794413577894,9.383873422737057,9.416378455387454,9.426096704856375,9.57227147806062,9.592741540485795,8.326032685955079,7.158513997329321,6.954638864880987,7.601402334583733,5.886104031450156,5.170483995038151,6.90875477931522
790,60000,Female,University,Single,29,-1,0,0,0,-2,-2,55064,57833,9479,0,0,0,5000,1033,0,0,0,0,0,11.002116507732017,10.916269584599045,10.965332117012023,9.156939595249067,0.0,0.0,0.0,8.517393171418904,6.9411900550683745,0.0,0.0,0.0,0.0
791,30000,Female,University,Single,51,1,2,2,0,0,0,25382,26480,25761,25964,26507,27249,1800,0,928,960,1181,967,0,10.308985993422082,10.141834937592611,10.184182773688342,10.156655816956032,10.164504756278419,10.185201853208117,10.21280880009139,7.496097345175956,0.0,6.834108738813838,6.8679744089702925,7.074963197966044,6.875232087276577
792,70000,Male,Graduate school,Single,27,1,-1,-1,-1,-2,-1,-54,273,19,-254,-527,1096,600,19,0,0,1896,0,0,11.156264806643742,0.0,5.6131281063880705,2.995732273553991,0.0,0.0,7.00033446027523,6.398594934535208,2.995732273553991,0.0,0.0,7.5480289699350145,0.0
793,410000,Male,Graduate school,Single,32,-1,-1,-1,-2,-2,-2,5335,5369,-281,-281,-281,-281,5400,0,0,0,0,0,0,12.923914877701906,8.58223158759546,8.58858318750291,0.0,0.0,0.0,0.0,8.594339400592892,0.0,0.0,0.0,0.0,0.0
794,280000,Female,High school,Married,40,1,-2,-2,-2,-2,-2,-288,-288,-288,-288,-288,2124,0,0,0,0,2412,0,0,12.54254845357358,0.0,0.0,0.0,0.0,0.0,7.661527081358517,0.0,0.0,0.0,0.0,7.7886260656250315,0.0
795,50000,Female,Graduate school,Married,34,0,0,0,0,0,0,46750,48317,48282,18299,19323,20329,2320,1282,3299,1323,1329,1114,0,10.819798284210286,10.752590924862394,10.785559441023599,10.78483481081208,9.814656338829513,9.869103125674297,9.919852906622392,7.749753406274437,7.1569563646156364,8.101677747454572,7.188412736496954,7.1929342212158,7.016609683894219
796,100000,Female,University,Married,30,0,0,0,0,0,0,97062,74352,75004,76705,78168,80347,2800,2700,5400,3500,3500,3200,0,11.51293546492023,11.4831155311978,11.21657930077165,11.225310056962991,11.247735211153675,11.266628428501106,11.294122479754439,7.937731775260109,7.901377353792616,8.594339400592892,8.160803920954665,8.160803920954665,8.071218539969863
797,230000,Female,Graduate school,Single,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.345838935721968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,50000,Female,Graduate school,Single,22,0,0,0,-1,-1,-2,13801,9549,5385,7781,0,0,1372,1275,7900,0,0,0,0,10.819798284210286,9.532568788180548,9.164296433474776,8.591558273371545,8.9595686535445,0.0,0.0,7.224753405767971,7.151485463904735,8.974744612722734,0.0,0.0,0.0
799,100000,Female,Graduate school,Single,48,2,2,2,2,2,0,15355,17949,18158,18365,17932,18147,3164,800,800,0,662,3000,0,11.51293546492023,9.639261556120688,9.795345393916424,9.806921584559797,9.818256408173468,9.794397869948424,9.806315640783854,8.059908334578276,6.68586094706836,6.68586094706836,0.0,6.4967749901858625,8.006700845440367
800,210000,Female,University,Married,35,0,0,0,0,0,0,37148,35754,34232,32331,30337,28012,2000,2000,2444,1342,1038,2000,0,12.25486757159303,10.522692131883208,10.484445398482496,10.440945370102789,10.383812730853736,10.320156331151617,10.240423967124363,7.601402334583733,7.601402334583733,7.801800401908973,7.202661196523238,6.946013991099227,7.601402334583733
801,400000,Male,Graduate school,Single,37,-1,-1,-1,-1,-2,-1,385,12695,1290,0,0,3058,13032,1290,0,0,3058,3768,0,12.899222326086994,5.955837369464831,9.449042262206245,7.1631723908466425,0.0,0.0,8.025843344150903,9.47523988153072,7.1631723908466425,0.0,0.0,8.025843344150903,8.234564993267135
802,20000,Male,University,Single,25,4,3,2,0,0,0,20610,20005,19331,19333,17363,16314,0,0,500,715,326,0,1,9.90353755128617,9.933580192843298,9.903787507545125,9.869517032964975,9.869620483024551,9.762154376419485,9.699840209027421,0.0,0.0,6.2166061010848646,6.573680166960646,5.7899601708972535,0.0
803,50000,Female,High school,Married,44,-1,-1,-1,-1,0,0,2000,780,0,7472,10174,11104,780,0,7472,3000,1104,1000,0,10.819798284210286,7.601402334583733,6.660575149839686,0.0,8.91905180393029,9.227689010310796,9.315150736328528,6.660575149839686,0.0,8.91905180393029,8.006700845440367,7.007600613951853,6.90875477931522
804,230000,Female,Graduate school,Single,28,-1,-1,-1,-2,-2,-2,6666,6666,0,0,0,0,6666,0,0,0,0,0,0,12.345838935721968,8.80492526261806,8.80492526261806,0.0,0.0,0.0,0.0,8.80492526261806,0.0,0.0,0.0,0.0,0.0
805,220000,Male,University,Single,29,0,0,0,-2,-2,-2,31037,6244,0,0,0,0,3050,0,0,0,0,0,0,12.301387370778713,10.34296753923157,8.739536422559677,0.0,0.0,0.0,0.0,8.02322468471667,0.0,0.0,0.0,0.0,0.0
806,300000,Female,Graduate school,Married,36,0,0,0,0,-2,-1,25239,25001,20800,0,0,65755,1713,1000,0,0,65755,3000,0,12.611541086966115,10.13618531665515,10.126711100650509,9.942756341456828,0.0,0.0,11.0937062006294,7.446585099157725,6.90875477931522,0.0,0.0,11.0937062006294,8.006700845440367
807,80000,Female,University,Single,23,1,-1,2,-1,-1,-1,998,6858,1879,1145,7328,3703,6861,11,1146,7329,3704,426,0,11.289794413577894,6.906754778648554,8.83331693749932,7.539027055823995,7.044032897274685,8.89959435992585,8.21716859576607,8.833754223418396,2.4849066497880004,7.044905117129371,8.899730794880696,8.217438537730187,6.056784013228625
808,20000,Female,High school,Single,36,0,0,2,2,2,2,16754,18873,19862,19245,20532,19953,2400,1600,0,1600,209,0,1,9.90353755128617,9.726452000171411,9.845540592581278,9.896613983592955,9.865058525916346,9.9297886269555,9.901184903473453,7.783640596221253,7.3783837129967145,0.0,7.3783837129967145,5.3471075307174685,0.0
809,190000,Female,Graduate school,Single,26,0,0,0,0,0,2,31061,32129,33142,33726,35758,35171,1750,1720,1300,2600,0,1400,0,12.154784614286667,10.343740486129956,10.377545452109905,10.408586811928672,10.426053982505138,10.484557264690627,10.468005590498892,7.467942332285852,7.450660796211539,7.170888478512505,7.8636512654486515,0.0,7.244941546337007
810,160000,Female,University,Other,37,0,0,0,0,0,0,2694,38433,38870,28574,27268,28021,35888,1325,891,1000,1098,426,0,11.982935344196433,7.899153483343097,10.556697763492373,10.56800375029692,10.260287488663012,10.213505804833561,10.240745194931177,10.488186120839014,7.189922170745808,6.79346613258001,6.90875477931522,7.002155954403621,6.056784013228625
811,120000,Female,Graduate school,Other,44,0,0,2,0,0,0,70096,76446,73732,12329,12329,0,8100,0,247,0,0,0,0,11.695255355062795,11.1576352761012,11.244352969253042,11.208205739156329,9.41979059615839,9.41979059615839,0.0,8.999742789830492,0.0,5.5134287461649825,0.0,0.0,0.0
812,700000,Female,Graduate school,Married,39,0,0,0,0,-2,-1,99259,102345,109636,326,2016,61707,5000,10000,326,2016,61707,17785,0,13.45883704259595,11.505497949141432,11.536114508742926,11.604930187765827,5.7899601708972535,7.6093665379542115,11.03016886113183,8.517393171418904,9.210440366976517,5.7899601708972535,7.6093665379542115,11.03016886113183,9.786166909959585
813,140000,Female,Graduate school,Single,24,1,-2,-2,-2,-1,-1,0,0,0,0,1086,0,0,0,0,1086,0,0,0,11.849404844423074,0.0,0.0,0.0,0.0,6.99117688712121,0.0,0.0,0.0,0.0,6.99117688712121,0.0,0.0
814,300000,Female,High school,Married,29,-1,0,0,0,0,-1,24921,21333,16212,11304,11396,6138,2000,3000,0,5000,6202,0,0,12.611541086966115,10.123506226502814,9.968057323185429,9.69356866855007,9.33300038471207,9.341105441855735,8.722417141427496,7.601402334583733,8.006700845440367,0.0,8.517393171418904,8.732788324973118,0.0
815,120000,Male,High school,Married,33,1,2,2,2,2,2,66055,67405,68405,69387,70727,72215,3000,2700,2700,2600,2800,0,1,11.695255355062795,11.098258146097265,11.118489313709798,11.133215819061775,11.1474692208813,11.16659681308564,11.18741690697799,8.006700845440367,7.901377353792616,7.901377353792616,7.8636512654486515,7.937731775260109,0.0
816,280000,Female,University,Married,39,0,0,2,0,0,0,213738,228963,223810,158542,162244,108143,20300,0,5600,6300,4000,4000,0,12.54254845357358,12.27251092348649,12.341320064938163,12.318557224679793,11.973781128881473,11.996862817450507,11.591218951340135,9.918425424900335,0.0,8.630700432209832,8.748463629942055,8.294299608857235,8.294299608857235
817,70000,Male,High school,Married,51,2,2,0,0,0,0,54968,51384,49734,50361,49185,47245,0,2100,1950,1900,2219,2100,1,11.156264806643742,10.914524668948285,10.847101580059174,10.814464189586515,10.826992201428478,10.803364309142028,10.763123273253704,0.0,7.650168700845001,7.576097340623111,7.550135342488429,7.705262474866325,7.650168700845001
818,20000,Female,High school,Single,24,-1,-1,-1,-1,-1,2,4101,507,3042,0,8402,6204,507,3042,0,8402,0,4739,0,9.90353755128617,8.319229938632326,6.230481447578482,8.02059914989697,0.0,9.036344063928219,8.733110697638708,6.230481447578482,8.02059914989697,0.0,9.036344063928219,0.0,8.463792414689122
819,150000,Female,University,Married,45,-1,-1,-1,-1,-1,-1,2605,2605,4590,2605,2605,3795,2605,4590,2605,2605,3795,10675,0,11.918397239722838,7.8655717576847906,7.8655717576847906,8.431853144249223,7.8655717576847906,7.8655717576847906,8.241703159729818,7.8655717576847906,8.431853144249223,7.8655717576847906,7.8655717576847906,8.241703159729818,9.275753510524416
820,60000,Male,Graduate school,Single,30,0,-1,0,0,0,0,15380,4116,19453,17912,18480,18848,4147,19435,1000,1000,1000,1000,0,11.002116507732017,9.64088826045181,8.322880021769905,9.875807983429386,9.793281985215103,9.824498456285756,9.844215141071057,8.330381569349418,9.874882295525794,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522
821,200000,Female,High school,Other,51,-1,-1,-1,-1,0,-1,780,0,390,780,390,390,0,390,780,0,390,390,0,12.206077645517674,6.660575149839686,0.0,5.968707559985366,6.660575149839686,5.968707559985366,5.968707559985366,0.0,5.968707559985366,6.660575149839686,0.0,5.968707559985366,5.968707559985366
822,50000,Female,University,Single,24,1,2,0,0,0,0,48861,48082,48614,26667,26036,26850,2000,2233,1083,1100,1400,3000,1,10.819798284210286,10.796755277252743,10.780683963269196,10.791687404243758,10.19121962373795,10.167273882312355,10.198058343191331,7.601402334583733,7.711548979629146,6.988413181999592,7.00397413672268,7.244941546337007,8.006700845440367
823,150000,Male,University,Married,50,-1,0,0,2,0,0,55336,58255,36260,35037,34631,63156,5085,4000,0,2000,30000,5000,0,11.918397239722838,10.921197041535379,10.972602370415215,10.498498062527567,10.464188465795766,10.452533389121816,11.053378968824774,8.534246945982066,8.294299608857235,0.0,7.601402334583733,10.308985993422082,8.517393171418904
824,20000,Female,Graduate school,Single,22,0,0,0,0,0,0,20243,20400,19583,19983,20196,19705,1410,1200,534,700,1000,0,0,9.90353755128617,9.915613732333968,9.923339198238729,9.882468185312053,9.90268723236536,9.913289357508388,9.88867843688242,7.252053951852814,7.0909098220799835,6.282266746896006,6.55250788703459,6.90875477931522,0.0
825,40000,Male,Graduate school,Single,27,0,0,0,0,0,0,11058,11471,11776,12660,12660,12413,2000,1500,2330,2300,1000,2078,1,10.596659732783579,9.31099985507536,9.347664562839402,9.373903755841548,9.446281681520253,9.446281681520253,9.426580146973597,7.601402334583733,7.313886831633462,7.754052639035757,7.741099090035366,6.90875477931522,7.639642287858013
826,170000,Female,University,Single,33,1,-1,-1,-1,-2,-2,0,7042,2986,0,0,0,7042,2986,0,0,0,0,0,12.04355959836804,0.0,8.85978949474541,8.00202481821611,0.0,0.0,0.0,8.85978949474541,8.00202481821611,0.0,0.0,0.0,0.0
827,50000,Female,University,Married,24,1,2,0,0,0,2,27087,26372,26992,27693,29237,28607,0,1400,1100,2100,0,1000,0,10.819798284210286,10.206846104372916,10.180096038519288,10.203332852113716,10.22897106221466,10.28322451207156,10.26144167797324,0.0,7.244941546337007,7.00397413672268,7.650168700845001,0.0,6.90875477931522
828,10000,Male,University,Single,37,0,0,0,0,2,2,8755,8158,7540,8164,6963,5923,1167,1022,1036,0,2700,0,0,9.210440366976517,9.077494458642754,9.0068768914288,8.928110078202646,9.007612005404566,8.848509300888079,8.68676717538769,7.0630481633881725,6.930494765951626,6.9440872082295275,0.0,7.901377353792616,0.0
829,200000,Female,University,Married,58,-1,-1,-1,-1,-2,-1,3035,199602,720,0,0,1500,199646,720,0,0,1500,185652,0,12.206077645517674,8.01829613851552,12.20408567280667,6.580639137284949,0.0,0.0,7.313886831633462,12.204306086082454,6.580639137284949,0.0,0.0,7.313886831633462,12.13163461891447
830,50000,Female,University,Married,48,0,-1,-1,0,0,0,20944,4696,47225,16483,9343,9693,2360,49325,3001,1882,500,503,0,10.819798284210286,9.949655233381135,8.454679286026995,10.762699867370506,9.710145492458707,9.142489705068009,9.17926241640532,7.766840537085513,10.806206604380188,8.007034012193408,7.5406215286571525,6.2166061010848646,6.222576268071369
831,320000,Male,Graduate school,Single,28,-1,0,0,-1,0,0,2007,3477,3037,1633,3633,0,2000,1000,1633,2000,0,3000,0,12.676079399771027,7.60489448081162,8.154212694914229,8.018954683155718,7.3987862754199485,8.198089248956116,0.0,7.601402334583733,6.90875477931522,7.3987862754199485,7.601402334583733,0.0,8.006700845440367
832,20000,Female,High school,Married,24,8,7,6,5,4,3,24310,23987,23353,22719,21796,21162,0,0,0,0,0,0,0,9.90353755128617,10.098684201799387,10.0853089842884,10.058523554635661,10.031000872835088,9.989527624628513,9.960009652860453,0.0,0.0,0.0,0.0,0.0,0.0
833,470000,Female,University,Married,27,0,0,0,0,-1,0,152478,62084,54551,14363,97440,90717,3001,4005,2021,97441,5001,5001,1,13.060490101343552,11.934782160629378,11.036259692850942,10.906909654200488,9.572480355345974,11.487002345616842,11.415511072863186,8.007034012193408,8.295548516225763,7.611842399580417,11.48701260818464,8.517593111437565,8.517593111437565
834,230000,Female,High school,Single,30,-1,-1,-1,0,0,0,550,0,13013,14265,13659,0,0,13013,1252,3659,0,0,0,12.345838935721968,6.311734809152915,0.0,9.47378098005493,9.565634362837983,9.522227133124781,0.0,0.0,9.47378098005493,7.133295954896068,8.205218426395412,0.0,0.0
835,20000,Female,Graduate school,Single,23,0,0,0,0,0,-2,17246,16988,15973,18773,0,0,2000,2000,3000,0,0,0,0,9.90353755128617,9.7553934942914,9.740321354781914,9.678717679477334,9.840228212896937,0.0,0.0,7.601402334583733,7.601402334583733,8.006700845440367,0.0,0.0,0.0
836,30000,Female,High school,Single,53,-1,-1,-1,-1,-1,-1,1598,2487,0,4810,2796,3245,2487,0,4810,2796,3245,7305,1,10.308985993422082,7.377133712833954,7.81923445385907,0.0,8.478660241699453,7.936302693201959,8.085178748074537,7.81923445385907,0.0,8.478660241699453,7.936302693201959,8.085178748074537,8.896451207355227
837,80000,Female,University,Single,23,2,2,2,2,2,2,22895,23837,24253,24562,25126,25476,1600,1100,1000,1100,906,0,0,11.289794413577894,10.038717501796231,10.079036225042653,10.096336831216737,10.108996524638528,10.131698244183356,10.145531363350818,7.3783837129967145,7.00397413672268,6.90875477931522,7.00397413672268,6.810142450115136,0.0
838,110000,Female,University,Married,55,0,0,0,0,0,0,15069,16123,16850,17568,18133,18828,1600,1300,1000,1000,1000,1000,0,11.608244735642321,9.620461291620542,9.688064124237057,9.732165281200542,9.773891264365055,9.805543908206001,9.843153513496429,7.3783837129967145,7.170888478512505,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522
839,420000,Male,University,Married,34,0,0,0,0,0,0,88948,79783,80575,92982,98502,103200,30000,10575,15000,10000,10000,20000,0,12.948012371209098,11.395818450759847,11.287078262081703,11.296956117404019,11.440171959727298,11.497842283549172,11.544433821905134,10.308985993422082,9.266342562091468,9.61587214452889,9.210440366976517,9.210440366976517,9.90353755128617
840,500000,Male,Graduate school,Married,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,13.122365377402328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,80000,Female,University,Single,22,1,2,0,0,0,0,79318,79459,79788,29069,26551,27109,2000,2201,2000,1000,1000,2000,0,11.289794413577894,11.281232975393394,11.28300902936859,11.287140929324929,10.277461993552922,10.18686035339981,10.20765794249271,7.601402334583733,7.697121317282625,7.601402334583733,6.90875477931522,6.90875477931522,7.601402334583733
842,350000,Female,University,Married,31,0,0,0,0,0,0,67648,68557,63179,57987,53948,39965,3039,2047,1750,1703,1721,784,0,12.765691290604371,11.122087851523679,11.135435381317576,11.053743074356076,10.967991371570788,10.895794434833306,10.595784371641235,8.019612794400267,7.6246189861593985,7.467942332285852,7.440733707389261,7.451241684987676,6.665683717782408
843,30000,Female,University,Married,32,-2,-2,-2,-2,-2,-2,0,0,0,0,7463,6804,0,0,0,7463,6804,4985,0,10.308985993422082,0.0,0.0,0.0,0.0,8.91784674252718,8.825412915085566,0.0,0.0,0.0,8.91784674252718,8.825412915085566,8.514389264083503
844,110000,Female,University,Single,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,300,102,1,11.608244735642321,0.0,0.0,0.0,0.0,0.0,5.017279836814924,0.0,0.0,0.0,0.0,5.707110264748875,4.634728988229636
845,500000,Male,High school,Married,39,0,0,0,0,0,0,315201,332071,375070,354839,369532,367399,25000,50000,20000,19586,14122,12022,0,13.122365377402328,12.660968982123396,12.713107091856156,12.834870620364587,12.779422262634522,12.819995325260718,12.814206451763162,10.12667110305036,10.819798284210286,9.90353755128617,9.882621359854744,9.555559953069064,9.394576760974909
846,490000,Female,Graduate school,Married,38,-1,-1,-1,-1,-1,0,4290,4738,2803,6027,10722,8452,4738,2803,6027,10722,6000,1139,0,13.102162710901053,8.364275084991524,8.463581421967588,7.938802248154481,8.704170559746386,9.280146246220145,9.042276686928927,8.463581421967588,7.938802248154481,8.704170559746386,9.280146246220145,8.699681400989514,7.038783541388542
847,300000,Female,University,Married,34,-2,-2,-2,-2,-2,-2,205064,-86,-86,2014,-185,1815,0,0,2100,0,2000,5000,0,12.611541086966115,12.231082281034203,0.0,0.0,7.608374474380783,0.0,7.504391559161238,0.0,0.0,7.650168700845001,0.0,7.601402334583733,8.517393171418904
848,50000,Male,University,Other,42,2,0,0,2,0,0,47647,50232,50510,32177,29530,29789,3700,3700,0,1072,1500,1132,1,10.819798284210286,10.771595935483736,10.824427460224394,10.82994641332591,10.37903826821098,10.293195838031854,10.301928045707328,8.216358332386156,8.216358332386156,0.0,6.9782137426306985,7.313886831633462,7.0326242610280065
849,150000,Male,High school,Married,37,4,4,4,3,2,0,151117,153787,150320,147989,143355,143131,6500,0,512,0,4388,4221,1,11.918397239722838,11.925816267572197,11.943330309602674,11.92052828653994,11.904899982895893,11.87308632603378,11.871522560391613,8.77971129020447,0.0,6.240275845170769,0.0,8.386856689688234,8.348064228408266
850,80000,Female,High school,Married,57,-1,2,-1,0,0,0,726,726,15400,15000,15000,15000,0,15400,0,0,0,100,0,11.289794413577894,6.588926477533519,6.588926477533519,9.642187721358466,9.61587214452889,9.61587214452889,9.61587214452889,0.0,9.642187721358466,0.0,0.0,0.0,4.61512051684126
851,40000,Female,University,Single,23,0,0,0,2,2,6,20035,21406,24735,24050,43317,44059,2000,4000,0,20000,2000,0,0,10.596659732783579,9.905285934477508,9.971473250327222,10.116014951387148,10.087931854711062,10.676323531997442,10.693307620356334,7.601402334583733,8.294299608857235,0.0,9.90353755128617,7.601402334583733,0.0
852,30000,Male,University,Single,32,1,2,2,0,0,0,29095,30819,29214,29478,23384,22428,2500,0,910,1000,1000,1000,0,10.308985993422082,10.278355986666824,10.335919108874107,10.282437554988537,10.291433424425355,10.059850070159987,10.018110043372825,7.824445930877619,0.0,6.814542897259958,6.90875477931522,6.90875477931522,6.90875477931522
853,50000,Male,Graduate school,Married,37,0,0,-2,-2,-2,-2,30400,0,0,0,0,0,500,0,0,0,0,0,0,10.819798284210286,10.322230781590136,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,0.0,0.0,0.0,0.0
854,140000,Female,University,Single,23,0,0,0,0,0,0,44733,44144,44739,43455,43980,44614,2100,2027,1800,1600,1750,1700,0,11.849404844423074,10.708489117870215,10.695234949335683,10.70862323504412,10.679504210918369,10.69151300145826,10.705825404334252,7.650168700845001,7.614805364711073,7.496097345175956,7.3783837129967145,7.467942332285852,7.438971592395862
855,50000,Female,High school,Single,49,0,0,0,0,0,0,4987,6741,9366,8566,10066,0,2000,3000,1500,1500,0,0,0,10.819798284210286,8.514790306799927,8.816111895794005,9.14494815320913,9.055672891964043,9.217018026729423,0.0,7.601402334583733,8.006700845440367,7.313886831633462,7.313886831633462,0.0,0.0
856,30000,Female,University,Single,25,-2,-2,-2,-2,-2,-2,26957,26269,17036,27497,16098,7300,1333,2256,27497,787,200,0,0,10.308985993422082,10.202035378298214,10.176182882679585,9.743142728545543,10.22186855373718,9.686512437242294,8.895766604056085,7.195937226475569,7.721791776817535,10.22186855373718,6.669498089857879,5.303304908059076,0.0
857,40000,Female,Graduate school,Single,29,0,0,2,2,2,2,26461,29425,30145,29361,33893,34487,3400,1500,0,5000,1300,0,1,10.596659732783579,10.183465020602357,10.289633916257893,10.313807523370475,10.287456600299405,10.430993286553317,10.448366716426971,8.131824785007195,7.313886831633462,0.0,8.517393171418904,7.170888478512505,0.0
858,100000,Female,High school,Married,43,2,2,2,2,2,2,50485,51582,52141,52691,54199,53176,2200,2000,2000,2500,0,4500,1,11.51293546492023,10.82945134910597,10.850947439822313,10.86172604501804,10.872218920349718,10.900436187427738,10.881381251020752,7.696667081526462,7.601402334583733,7.601402334583733,7.824445930877619,0.0,8.412054873292933
